property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
propmarket-Wbem7ToH5hoGekMnXfujX,propmarket,"1 Unit, 3 Bedrooms, House","<p>This house is located in Thetsane Lecoop Maseru. 3 Bedroomed, launge, Bathroom, single garage.</p><p>Asking Price: 1.3million negotiable </p>","Thepa ena ya mofuta wa house e fumaneha Thetsane, Maseru. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 1,300,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1300000,LSL,Maseru,"Thetsane, Maseru",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Wbem7ToH5hoGekMnXfujX\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Wbem7ToH5hoGekMnXfujX\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Wbem7ToH5hoGekMnXfujX\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Wbem7ToH5hoGekMnXfujX\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-Wbem7ToH5hoGekMnXfujX\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/Wbem7ToH5hoGekMnXfujX,Good,Traditional,Suburban,"""[\""garage\"", \""road access\""]""",sale,5,Lesotho,Maseru,text_match,Thetsane,residential,House,3,train,,True,True,,,,True
propmarket-4YZkI1yISxnPgV90pw5YJ,propmarket,House,<p>We have this 2 roomed house at Qoaling Matshoareng at just 200k..water and electricity available..400SQM SITE</p>,"Thepa ena ya mofuta wa house e fumaneha Qoaling, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",200000,LSL,Maseru,"Qoaling, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4YZkI1yISxnPgV90pw5YJ\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4YZkI1yISxnPgV90pw5YJ\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-4YZkI1yISxnPgV90pw5YJ\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/4YZkI1yISxnPgV90pw5YJ,Good,Traditional,Urban,"""[\""water connection\"", \""electricity\""]""",sale,3,Lesotho,Maseru,text_match,Qoaling,residential,House,2,train,,True,True,,,,True
propmarket-ejZaTI8NyE8VAUyPV9DyB,propmarket,House,<p>2 roomed house at Naleli at 200k.. 400sqm</p>,"Thepa ena ya mofuta wa house e fumaneha Naleli, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 200,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",200000,LSL,Berea,"Naleli, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ejZaTI8NyE8VAUyPV9DyB\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ejZaTI8NyE8VAUyPV9DyB\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-ejZaTI8NyE8VAUyPV9DyB\\\\image_3.jpg\""]""",https://www.propmarket.co.ls/properties/ejZaTI8NyE8VAUyPV9DyB,Good,Traditional,Suburban,"""[]""",sale,3,Lesotho,Berea,text_match,Naleli,residential,House,2,train,,True,True,,,,True
propmarket-j3HHabaZk5jju5KGPI3hO,propmarket,House,"<p>This semi-finished 5 roomed house is located at Ha-Makhoathi Mozambique, it has a septic tank, pompo le mocucu at 280 negotiable </p>","Thepa ena ya mofuta wa house e fumaneha Ha Makhoathi, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 280,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",280000,LSL,Maseru,"Ha Makhoathi, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j3HHabaZk5jju5KGPI3hO\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-j3HHabaZk5jju5KGPI3hO\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/j3HHabaZk5jju5KGPI3hO,Good,Traditional,Suburban,"""[]""",sale,2,Lesotho,Maseru,text_match,Ha Makhoathi,residential,House,2,test,,True,True,,,,True
propmarket--PU4IsWuHBzS_p3BbNzHc,propmarket,"1 Unit, 4 Bedrooms, House",<p>PROPERTY TO LET</p><p>Location: Thetsane Lecoop next to kfc</p><p>Four bedrooms house</p><p>Kitchen fitted</p><p>Lounge</p><p>Wall fenced</p><p>Rent: Now 10k</p>,"Thepa ena ya mofuta wa house e fumaneha Thetsane, Maseru. E na le dikamore tse 4 le dibate tse 2 mme e fumaneha ka theko ya M 10,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",10000,LSL,Maseru,"Thetsane, Maseru",House,4,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--PU4IsWuHBzS_p3BbNzHc\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--PU4IsWuHBzS_p3BbNzHc\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--PU4IsWuHBzS_p3BbNzHc\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--PU4IsWuHBzS_p3BbNzHc\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket--PU4IsWuHBzS_p3BbNzHc\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/-PU4IsWuHBzS_p3BbNzHc,Good,Traditional,Suburban,"""[\""road access\"", \""walled property\""]""",rent,5,Lesotho,Maseru,text_match,Thetsane,residential,House,4,train,,True,True,,,,True
propmarket-mSDkRG2KzsLtG8Si11Z3M,propmarket,"6 Bedrooms, House",<p>7 room house - Size 35 * 21</p><p>Khubetsoana - Lerakong pela Unity English Medium Primary School</p><p>Water available and Electricity available</p>,"Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 6 le dibate tse 1 mme e fumaneha ka theko ya M 610,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",610000,LSL,Berea,"Khubetsoana, Berea",House,6,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mSDkRG2KzsLtG8Si11Z3M\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mSDkRG2KzsLtG8Si11Z3M\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mSDkRG2KzsLtG8Si11Z3M\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mSDkRG2KzsLtG8Si11Z3M\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mSDkRG2KzsLtG8Si11Z3M\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/mSDkRG2KzsLtG8Si11Z3M,Good,Traditional,Urban,"""[\""water connection\"", \""electricity\"", \""near schools\""]""",sale,5,Lesotho,Berea,text_match,Khubetsoana,residential,House,5+,val,,True,True,,,,True
propmarket-0wVaAjYyMb9zvZ21h07Nv,propmarket,"6 Units, Malaene","<p>This 2 roomed house is for rental at Semphethenyane near Maloti at M700 rent, security M300 and M250 agency fees apply.. </p>","Thepa ena ya mofuta wa house e fumaneha Semphetenyane, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 700. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",700,LSL,Maseru,"Semphetenyane, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-0wVaAjYyMb9zvZ21h07Nv\\\\image_1.jpg\""]""",https://www.propmarket.co.ls/properties/0wVaAjYyMb9zvZ21h07Nv,Good,Traditional,Suburban,"""[\""security\""]""",rent,1,Lesotho,Maseru,text_match,Semphetenyane,residential,House,2,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-aM6ckUqUTQAeCrVffUgXP,propmarket,"1 Unit, 3 Bedrooms, House",<p>🏚️STAND ALONE TO LET </p><p>📍Location: Masowe 3</p><p>⌚3min from the tar road </p><p>▪3 Fitted Bedrooms (Master ensuit)</p><p>▪Open plan Kitchen and Launge </p><p>▪Common Bathroom </p><p>▪Automated Double Garage </p><p>▪Automated Gate</p><p>▪Wi-Fi Connectivity </p><p>▪Video intercom</p><p>▪Servants Quarter fitted with Toilet and Shower</p><p>💰Rent 13k fully furnished </p><p>💰Rent 10k unfurnished </p><p>▪ Security deposit equivalent to rent.</p><p>For further inquiries and viewing please contact me here C/W ☎️+266 5910 7030</p>,"Thepa ena ya mofuta wa house e fumaneha Masowe 1b Secondary School, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 10,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",10000,LSL,Maseru,"Masowe 1b Secondary School, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-aM6ckUqUTQAeCrVffUgXP\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-aM6ckUqUTQAeCrVffUgXP\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-aM6ckUqUTQAeCrVffUgXP\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-aM6ckUqUTQAeCrVffUgXP\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-aM6ckUqUTQAeCrVffUgXP\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/aM6ckUqUTQAeCrVffUgXP,Good,Traditional,Hillside,"""[\""garage\"", \""near schools\"", \""road access\"", \""tar road\"", \""security\"", \""furnished\"", \""shower\""]""",rent,5,Lesotho,Maseru,text_match,Masowe 1b Secondary School,residential,House,3,train,,True,True,,,,True
propmarket-2bF-CRw-e4qKdo-eLRCBo,propmarket,Ts'imo,"<p>Re na le tshimo ena Thaba-Bosiu pele u tshela borokho, e pela main road..ena le 1. a borehole e hulang metsi ka solar,,ho kampetsoe borehole, 2500L Jojo tank with stainless steel stand, borehole e kampelitsoe ka devil's fork, , mocucu oa watch man..valuation report e teng</p><p></p>","Thepa ena ya mofuta wa house e fumaneha Thaba Bosiu, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",650000,LSL,Maseru,"Thaba Bosiu, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-2bF-CRw-e4qKdo-eLRCBo\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-2bF-CRw-e4qKdo-eLRCBo\\\\image_2.jpg\""]""",https://www.propmarket.co.ls/properties/2bF-CRw-e4qKdo-eLRCBo,Good,Traditional,Suburban,"""[\""road access\""]""",sale,2,Lesotho,Maseru,text_match,Thaba Bosiu,residential,House,2,train,,True,True,,,,True
propmarket-DrJCrRkJw95EXBdhYcmvv,propmarket,"1 Unit, 4 Bedrooms, House",🏘️Fully Fitted 4Bedroomed House For Sale and rental \n\n📍Ha Matala Phase1 Maseru Lesotho \n💰Rent per month 12 000 plus equivalent security deposit \n●4 Spacious Bedrooms (3 ensuit)\n● 1Common Bathroom \n●Morden kitchen fitted with Stove & Oven \n●Lounge & Dining area \n●3 Car Garage\n●Paved yard and Lawn\n●Palisade Fanced \n💰Selling Price 2million,"Thepa ena ya mofuta wa house e fumaneha Makhoakhoeng, Maseru. E na le dikamore tse 4 le dibate tse 4 mme e fumaneha ka theko ya M 2,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2000000,LSL,Maseru,"Makhoakhoeng, Maseru",House,4,4,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-DrJCrRkJw95EXBdhYcmvv\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-DrJCrRkJw95EXBdhYcmvv\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-DrJCrRkJw95EXBdhYcmvv\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-DrJCrRkJw95EXBdhYcmvv\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-DrJCrRkJw95EXBdhYcmvv\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/DrJCrRkJw95EXBdhYcmvv,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""security\""]""",sale,5,Lesotho,Maseru,text_match,Makhoakhoeng,residential,House,4,test,,True,True,,,,True
propmarket-eKtZPqpFnWagM96VvdNEm,propmarket,House,House for sale Khubetsoana Rural\n\n3bedroomed with master ensuite bathtub & shower\nOpen plan Lounge\nKitchen fitted\nConnected to Wasco Sewage line\nPlot Size 517sqm\nValuation report available,"Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 870,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",870000,LSL,Berea,"Khubetsoana, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-eKtZPqpFnWagM96VvdNEm\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-eKtZPqpFnWagM96VvdNEm\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-eKtZPqpFnWagM96VvdNEm\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-eKtZPqpFnWagM96VvdNEm\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-eKtZPqpFnWagM96VvdNEm\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/eKtZPqpFnWagM96VvdNEm,Good,Traditional,Suburban,"""[\""bathtub\"", \""shower\""]""",sale,5,Lesotho,Berea,text_match,Khubetsoana,residential,House,2,train,,True,True,,,,True
propmarket-_7r_OHVPYyShfQ4a1C5iR,propmarket,"3 Bedrooms, House",This house is at Green City Maseru.. It has a single garage and 3 bedrooms. Well fitted and furnished with just 1.65m,"Thepa ena ya mofuta wa house e fumaneha Matebeleng (ha Penapena), Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,650,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1650000,LSL,Maseru,"Matebeleng (ha Penapena), Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_7r_OHVPYyShfQ4a1C5iR\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_7r_OHVPYyShfQ4a1C5iR\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_7r_OHVPYyShfQ4a1C5iR\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_7r_OHVPYyShfQ4a1C5iR\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-_7r_OHVPYyShfQ4a1C5iR\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/_7r_OHVPYyShfQ4a1C5iR,Good,Traditional,Urban,"""[\""garage\"", \""furnished\""]""",sale,5,Lesotho,Maseru,text_match,Matebeleng (ha Penapena),residential,House,3,train,,True,True,,,,True
propmarket-O7-7uG7XBPFqSDMvjAK-q,propmarket,"1 Unit, 3 Bedrooms, House","<p>PROPERTY FOR SALE</p><p>Location: Mazenod pela Book Centre</p><p>3 bedrooms</p><p>2 bathrooms not fully fitted</p><p>Toilets operating in the house</p><p>All rooms cillieng fitted.</p><p>Kitchen Not fitted</p><p>Lounge</p><p>Valuation report available </p><p>Selling for LsL 790,000</p><p>For viewings : +266 59107030</p><p></p>","Thepa ena ya mofuta wa house e fumaneha Mazenod, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 790,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",790000,LSL,Maseru,"Mazenod, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-O7-7uG7XBPFqSDMvjAK-q\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-O7-7uG7XBPFqSDMvjAK-q\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-O7-7uG7XBPFqSDMvjAK-q\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-O7-7uG7XBPFqSDMvjAK-q\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-O7-7uG7XBPFqSDMvjAK-q\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/O7-7uG7XBPFqSDMvjAK-q,Good,Traditional,Hillside,"""[]""",sale,5,Lesotho,Maseru,text_match,Mazenod,residential,House,3,train,,True,True,,,,True
propmarket-mL1cMvyeAV8Y4eLF-1eKx,propmarket,"1 Unit, 4 Bedrooms, House",<p>Double Story House For Sale</p><p>Location: Thetsane Lesia</p><p>GROUND FLOOR</p><p>Kitchen </p><p>Lounge</p><p>Double garage</p><p>1 Bedroom with ensuite </p><p>Guest Toilet </p><p>1st FLOOR</p><p>3 Bedrooms</p><p>Master ensuite with walk-in closet </p><p>Common bathroom with bathtub</p><p>3️Balconies </p><p>Asking Price M2 800 000</p><p></p>,"Thepa ena ya mofuta wa house e fumaneha Thetsane, Maseru. E na le dikamore tse 4 le dibate tse 3 mme e fumaneha ka theko ya M 2,800,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",2800000,LSL,Maseru,"Thetsane, Maseru",House,4,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mL1cMvyeAV8Y4eLF-1eKx\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mL1cMvyeAV8Y4eLF-1eKx\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mL1cMvyeAV8Y4eLF-1eKx\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mL1cMvyeAV8Y4eLF-1eKx\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-mL1cMvyeAV8Y4eLF-1eKx\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/mL1cMvyeAV8Y4eLF-1eKx,Good,Traditional,Suburban,"""[\""garage\"", \""road access\"", \""bathtub\""]""",sale,5,Lesotho,Maseru,text_match,Thetsane,residential,House,4,val,,True,True,,,,True
propmarket-T35gU6I6C2_rb4DisUUSd,propmarket,House,"2 roomed house for sale at Mapoteng, Ha Molisa-Nku\nThe size of the site is 33m by 20m\nElectricity available\n5 minutes walk to PEP Store\nForm C e teng","Thepa ena ya mofuta wa house e fumaneha Mapoteng, Berea. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 55,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",55000,LSL,Berea,"Mapoteng, Berea",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T35gU6I6C2_rb4DisUUSd\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-T35gU6I6C2_rb4DisUUSd\\\\image_2.png\""]""",https://www.propmarket.co.ls/properties/T35gU6I6C2_rb4DisUUSd,Good,Traditional,Urban,"""[\""electricity\""]""",sale,2,Lesotho,Berea,text_match,Mapoteng,residential,House,2,train,,True,True,,,nan Checked manually: keep. Low price may be plausible for a small 2-room house and weak servicing.,True
